odai_type,odai,response,score
text,宝くじ7億円当てちゃった人達にウケそうなあるあるネタとは？,「俺、明日死ぬんだ」と思う,2.6666666666666665
text,ケータイ大喜利本。「なんじゃそれ！」帯に書かれた阿藤快さんの推薦文とは？,土曜日の夜何もする事の無い人の思いが詰まってるね,4.0
text,なんじゃそれ！「小６国語」テレビ欄に書かれた見出しとは？,絶対モテる！倒置法の使い方,4.0
text,ＮＨＫの人気キャラクターななみちゃんが料理番組のゲストに。「ニセモノだろ！」何と言った？,先生！もう一回手を洗ってください,4.0
text,歴史ブームにのっかってオープンした「ハンバーガー戦国」とは？,ポテトのサイズが信長・秀吉・家康,4.0
text,吹奏楽部のコンクール。「この学校には勝てる！」その理由とは？,「お客さんから借りてこい」という声が聞こえてきた,3.3333333333333335
text,中学校の修学旅行にて。バスガイドがイラッ！何があった？,ガイド「左に見えますのが…」生徒「歩道～」,2.6666666666666665
text,なんじゃそりゃ！外国人が着てきた漢字Tシャツとは？,淡泊,2.6666666666666665
text,周りがあきれるアホアホプロゴルファーってどんなの？,「ネギ多めメンかための博多とんこつチャーシューメーン！」で打つ,4.0
text,モテナイ高校の「バレンタインあるある」とは？,ゲタ箱を開け「うわー今年も盗まれたー」と叫ぶ,4.0
text,男子フィギュアスケート。「この選手、応援する気になれない…」その理由とは？,ずーっとカメラ目線,2.6666666666666665
text,なんじゃそれ！月刊「傘」の特集とは？,特集！ ２０代ＯＬに聞いた心にさす傘ささる傘,4.0
text,卒業式にて。わざわざ呼び止めて言うこと！後輩の女子生徒なんと言った？,先輩！ 女子トイレにエグい悪口書いてありましたよ,4.0
text,アホアホ神社 どんなの？,鳥居が浜崎あゆみのロゴマークと同じ形,0.0
text,「メリーさんのひつじ」勝手に替えないでください！森公美子さん何と歌った？,テリーさんのアニキ玉子焼く,2.6666666666666665
text,運動会。小学生の実況アナウンスに「いらんこと言わんでええ」何と言った？,校長が三週間かけて考えたあいさつです,2.6666666666666665
text,なんじゃそれ！？「月刊コンビニエンスストア」の特集とは？,特集！！ 空から見たコンビニ,4.0
text,全校生徒からウザいと言われる体育教師・元気田イクゾー。家庭訪問で何をした？,熱帯魚の水槽にかぶりついている,2.6666666666666665
text,「はあ？！」デーブ・スペクターが言ったハリウッド情報とは？,ここハリウッドでは日本より３日早く冷やし中華はじめました,2.6666666666666665
text,ＮＨＫの人気キャラクター・ななみちゃんの一言に「ニセモノだろ！」何を言った？,板尾さん、ジュニアさん、東野さん、こんにちは！,4.0
text,上司に気に入られることばかり考えている若手社員タイコモチオ。社内運動会で何をした？,「ホント天気にも上司にも恵まれてますわ～」,2.6666666666666665
text,家電と会話できる少女を描いたドラマ「家電ガール」どんなシーンがありそう？,「やいてばっかだな」「トースターのあんたに言われたくない！」,2.6666666666666665
text,鶴の恩返し。「恩を感じてないなあ…」鶴、何をした？,一人だけ大盛りを頼んだ,2.6666666666666665
text,ウワサの人物図鑑。この人にまつわるウワサとは？,関根麻里派,2.6666666666666665
text,温泉バスツアーのチラシ。売り文句に「はぁ？」何と書いてあった？,コンビニめっちゃ近いです,4.0
text,料理番組。先生が「この子をアシスタントにするんじゃなかった…」その理由とは？,昨日行ったという高級フレンチの話ばっかりする,2.6666666666666665
text,大統領が「キミはＳＰに向いてないなあ」その理由とは？,イヤホンをつけようとすると耳がこそばゆい,2.6666666666666665
text,１０文字作文。テーマは「信用されてないなぁ」,免許証と顔とを７往復,4.0
text,このシャンプーのＣＭ,「目が痛い、目が痛い」を連呼してる,4.0
text,なんじゃそれ！月刊「傘」の特集とは？,特集！ 取っ手のビニールを外さない人たち,2.6666666666666665
text,上司のツイッターを見て「この人についていくのはやめよう」何と書いてあった？,達成！デパ地下の試食だけで今月の夕食代ゼロ！,2.6666666666666665
text,子どもたちが書いた七夕の短冊を見てどんより。何と書いてあった？,書いてどうなるの？,4.0
text,なんじゃそれ！月刊「年賀状」の特集とは？,郵便局が許してくれたギリギリの年賀状,4.0
text,アパートの隣に引っ越してきた住人にイラッ！なぜ？,電気を消すと「おやすみ～」という声が隣から聞こえる,4.0
text,（芸人VS.メジャー大喜利五番勝負！）子どもたちから総スカン！「セレブ戦隊カネモッテルンジャー」今週のタイトルとは？,「敵のアジトは俺の土地！」の巻,-1.3333333333333333
text,メジャーデビューが決まったバンド。,メンバーに貸していた物が一斉に返ってきた,4.0
text,京都にて。「この舞妓さんなんかイヤ…。」なぜ？,いつも行く居酒屋にいつもいる,4.0
text,受験生が家族にイラッ！！その理由とは？,父の額に「合」母の額に「格」の文字,4.0
text,女の子メロメロ！イケメンだらけの野球球団「イケメンズ」ってどんなの？,キャンプ地が六本木,4.0
text,ビーチバレー。「こいつと組むんじゃなかった」その理由とは？,合体攻撃にやたらとこだわる,2.6666666666666665
text,現場に到着した刑事。「無線使って言うことか！？」上司に何と言った？,ここユーミンの家の近くですね,4.0
text,きょうの料理にて。「イヤなことあったのかな…」土井善晴先生何と言った？,ボウルから飛び出したエビはもうええよ！去る者は追ってもムダや,4.0
text,ドラマ「パパはロボット」,隣人の老夫婦は事情をすべて知っている,4.0
text,イケメンアイドルたちのカウントダウンライブが盛り上がりません。なぜ？,新年と同時に飛び出すハトがすでに何羽か逃げて飛び回っている,2.6666666666666665
text,このブドウ狩りバスツアー楽しくないなぁ…。なぜ？,農園の人から梨の悪口をずっと聞かされた,3.3333333333333335
text,この寿司屋、はやらないな～。なぜ？,おすすめは トロトロオムライス,1.3333333333333333
text,紅白歌合戦。みんなが「何じゃそりゃ！」と言った特別コーナーとは？,次は明治神宮にいるどーもくんを探せのコーナー,4.0
text,その曲全然ロックっぽくありません。ダイアモンド☆ユカイさん何と歌った？,ブログに貼り付けるネコの画像,2.6666666666666665
text,１０文字作文。テーマは「無理すんな！」,と…と…と…特上を！,2.6666666666666665
text,合戦中の義経の携帯に、弁慶から届いたメールとは？,アドレス変えました。nakidokoro@です,1.3333333333333333
text,ニュース番組。「この男性アナと女性アナ 仲悪いな・・・」なぜ？,相手が話し終わるたびに毎回｢大変失礼いたしました｣,4.0
text,子どもが出演するスペシャル番組「はじめてのおかいもの」が楽しめない理由とは？,落とす用にもう一パック卵を買った,4.0
text,このファミリーカーのCM、ダメだなぁ・・・どんなの？,車名が15秒でおさまらない,2.6666666666666665
text,全校生徒からウザいと言われる体育教師・元気田イクゾーが新任女性教師の歓迎会に。「ははぁ～、ホレてるな」何をした？,肌がキラキラする何かを塗ってきた,4.0
text,夏休みのハワイ旅行。「槙原さんハシャいでるなあ」なんと言った？,海と太陽とピッチャー槙原です！,2.6666666666666665
text,なんじゃそれ！「のど自慢」テレビ欄に書かれた見出しとは？,怒とうの「なごり雪」６連発！,4.0
text,新入社員が３日で「転職先探すか…」その理由とは？,けっこう殴られる,2.6666666666666665
text,鳴きやまない愛犬に翻訳機をつけてビックリ！何と言っていた？,やっぱ『名犬ラッシー』は泣けるなあ～。,1.3333333333333333
text,ハワイ行きの機内にて。それわざわざＣＡを呼んでまで言うことか！山下さん、何と言った？,今聞いてた落語のオチが分かんないんだけど,2.6666666666666665
text,戦力外になったプロ野球選手のドキュメント番組。応援する気がしない…。なぜ？,戦力外になった彼には不動産経営・株式投資の収入だけが残った,4.0
text,登場した瞬間に言うことか！ターミネーター,弁護士を呼んで下さい,2.6666666666666665
text,なんじゃそれ！「小６音楽」テレビ欄に書かれた見出しとは？,声変わりする前に歌っておきたい歌ベスト10,4.0
text,戦国武将が敵軍を見て「あいつらには勝てる！」その理由とは？,大将のものまねで盛り上がっている,2.6666666666666665
text,映画の告知に来た若手俳優になんてことを！女性ＤＪ 何と言った？,天才泥棒役ということですがまさにギャラ泥棒でしたね,2.6666666666666665
text,蛭子さん主演のドラマ「ホストの帝王」、どんなセリフがありそう？,身の上話やめて笑っちゃう,1.3333333333333333
text,全校生徒からウザいと言われる体育教師・元気田イクゾー、お見合いにまたまた失敗！何をした？,自分の魚の方が少し大きく大はしゃぎ,4.0
text,５人のモデルが変身！モデル戦隊「オシャレンジャー」今週のタイトルとは？,「８頭身なければ敵とみなす」の巻,4.0
text,カリスマロック歌手・シャウト矢吹がハワイへ。「やっぱりロックだなあ」。何をした？,「キバ抜かれちまうよ」と初日で帰った,4.0
text,ゾンビ映画。このゾンビなんか憎めない…。どうして？,開けた扉をきちんと閉める,3.3333333333333335
text,アパートの隣に引っ越してきた住人にイラッ！なぜ？,「先住民さん」と呼んでくる,4.0
text,このバスガイド、腹立つな～。なぜ？,「その時歴史が動いた！」と頻繁に言う,1.3333333333333333
text,全校生徒からウザいと言われる体育教師・元気田イクゾー。ハロウィーンで何をした？,「カボチャを握りつぶす」と言ってかれこれ２時間経過,4.0
text,西遊記。孫悟空たちが三蔵法師にイラッ！その理由とは？,必死に戦ってるあいだずっと爪がじがじしてる,0.0
text,名前が「オモシロ食堂」なのにまったくおもしろくない。どんなの？,「おこさまランチ」の「ラ」が「う」になっている,4.0
text,このマンガ喫茶「イヤだなあ」その理由とは？,椅子がバランスボール,4.0
text,女子アイドルグループ。「ははぁ～ん この子、ソロデビュー決まったな」その理由とは？,電話が鳴るたびに楽屋の外に出る,4.0
text,温泉旅館のＣＭソング。「なんじゃそれ！」どんな歌い出し？,おにぎり顔の若女将,2.6666666666666665
text,ハンバーガーショップにて。「店員にナメられてるなあ…」なぜ？,サングラスをかけている,4.0
text,雑誌の星座占い「いい加減すぎる…」何と書いてあった？」,親にとって、あなたは何歳になっても子どもでしょう,1.3333333333333333
text,家具屋さんにて。店員がお客にイラッ！その理由とは？,「このベッド、北枕ですよ？」,2.6666666666666665
text,全校生徒からウザいと言われる体育教師・元気田イクゾー、お見合いにまたまた失敗！何をした？,見合い写真がガッツポーズ,4.0
text,モテナイ高校の「バレンタインあるある」とは？,「1人のものはみんなのもの」,4.0
text,通販番組にて。山下真司さん、ちゃんとしてください！何と言った？,さっき中華食べてきたから試食はムリだよ,3.3333333333333335
text,温泉バスツアーのチラシ。売り文句に「はぁ？」何と書いてあった？,帰り際には降車したお客さまに車内から大きく手を振ります！,2.6666666666666665
text,この路上ミュージシャン、応援する気がしない…。どんなの？,歌詞に「ドブネズミ」が多すぎる,4.0
text,ゆとり世代5人が変身！ヒーロー戦隊「ユトレンジャー」今週のタイトルとは？,「司令官激怒！『ネットにブラック戦隊って書き込んだの誰だ！』」の巻,2.6666666666666665
text,渋谷ギャルがアナウンサーに。ドラマ「ギャルアナ」どんなシーンがありそう？,先輩の真矢ミキに平手打ちされたあと「バカな子」と抱きしめられる,2.6666666666666665
text,女性アイドルユニット、「すぐ解散だな・・・」その理由とは？,今日も楽屋に鑑識を呼んでいた,2.6666666666666665
text,プロ野球のウグイス嬢。「なんじゃそれ！？」選手紹介で何と言った？,３番、センター、納車を明日に控えた 佐藤,4.0
text,アナウンサーを目指す女性が通うアナウンス学院。校歌に「えっ！？」どんな歌い出し？,タモリ転がし のし上がる,2.6666666666666665
text,PK戦。次に蹴る選手を見てチームメイトが「こいつ選ぶんじゃなかった」なぜ？,何度置いてもボールが動く,4.0
text,マラソン大会。選手が白バイ隊員にイラっ！その理由とは？,カーブでレーサーさながらの曲がり方をする,2.6666666666666665
text,地球の平和を守る巨大ヒーローが敵にメロメロ！？萌え萌え星人何と言った？,異星人じゃなく異性として見てくれますか？,3.3333333333333335
text,いまだ自分探し中！？４１歳の春を迎えた逸川ヤル蔵(いつかわ やるぞう)。どんな人？,「人生まだまだ1回裏」が口癖,2.6666666666666665
text,メッセージアプリ。新入社員からの返信がなんかウザい。どんなの？,明日も派手なネクタイ期待しています,2.6666666666666665
text,ＮＨＫの人気キャラクター・ななみちゃんの一言に「ニセモノだろ！」何を言った？,わーい！取っ払いだー！,2.6666666666666665
text,節約しすぎのヒーロー戦隊「ドケチレンジャー」今週のタイトルとは？,「感謝？それおなか膨れますんか？」の巻,2.6666666666666665
text,小学校の校歌「何だそれ！？」その歌い出しとは？,ウォウウォウウォウウォ～ イェイイェイイェ～,2.6666666666666665
text,女子バレー中継。川合俊一さんが会場でリポート。「ちゃんとやってください」何と言った？,天井にバレーボールが３つ…いや４つ挟まってますね,2.6666666666666665
text,アカデミー賞授賞式。プレゼンターが「こいつにオスカー像を渡すんじゃなかった…」なぜ？,名前を呼んだ瞬間「そういうこと」と指をさしてきた,3.3333333333333335
text,上司に気に入られることばかり考えている若手社員タイコモチオ。会社のバーベキューパーティーで何をした？,上司が焼いた煙に頭を傾け「御利益御利益」,2.6666666666666665
text,ちびっこ電話相談室。「電話切ったろかな…」子ども、何と言った？,面白い意見ですねぇ,4.0
text,日本一カレーが好きだというOL、加礼田ルー子さんってどんな人？,「おつカレー様でしたまたライスー！」,4.0
text,居酒屋にて。「ははぁ～,料理を運んで来るときに ヒジを頭にぶつけてくる,2.6666666666666665
text,「あめんぼ,中野は すごいよ 安定感,4.0
text,新しい展望タワーがオープン。「来るんじゃなかった・・・」なぜ？,でかいネジがゴロゴロ落ちてる,4.0
text,ニュース番組にて。「何じゃその自己紹介！？」鳥越俊太郎さん、何と言った？,こんばんは。選挙に出そうで出ない鳥越俊太郎です,2.6666666666666665
text,この路上ミュージシャン、応援する気がしない…。どんなの？,常にモグモグしている,4.0
text,家電量販店「アホアホでんき」のＣＭソング。どんな歌い出し？,電球さわると 熱いです,2.6666666666666665
text,オヤジ＋冒険心＝？,オカン－冒険心,1.3333333333333333
text,カリスマロック歌手・シャウト矢吹。「やっぱりロックだなあ」。クリスマスに何をした？,「Ｙｏｕ ａｒｅ ｆｒｅｅ！」と叫び七面鳥を野に放った,4.0
text,ＢＢＱが盛り上がりません！なぜ？,肉の味付けがこだわりの岩塩だけ,0.0
text,イケメンカーナビの一言に女の子がメロメロ！？ 何と言った？,ゴメン…君に夢中で交差点１つ案内し忘れたよ,2.6666666666666665
text,「クリスマスに何てことを…」女性ＤＪ,何が楽しいんだか,4.0
text,受験会場にて。「こいつ、合格する気あるのか？」その理由とは？,筆箱の中がサイコロだらけ,2.6666666666666665
text,家族が「テンション下がる…」と言い出した“どんより水族館”とは？,エイの腹にスポンサー広告が貼ってある,4.0
text,ドラマ「純愛ラブラブ夫婦刑事」どんなシーンがありそう？,キスシーンの背景で爆発,2.6666666666666665
text,今はやりのしゃべる冷蔵庫。「余計なこと言うなぁ…」何と言った？,今日も食材は一人前だけですね,2.6666666666666665
text,時代劇のオーディション。「こいつ受かりたくて必死だな」何をした？,履歴書に長所「罪を憎んで人を憎まず」短所「暴れん坊」,2.6666666666666665
text,温泉旅館でロケ。「テンション上げてまで言うこと！？」鈴木奈々さん何と言った？,この焼いたイワナの歯並び 超キレイ！,2.6666666666666665
text,全校生徒からウザいと言われる体育教師・元気田イクゾーが新しい学校に転任。初日に何をした？,校長じきじきに「前の学校のようにはいきませんよ」とクギを刺された,3.3333333333333335
text,旅番組でニヤニヤ。蛭子さん 何と言った？,日本一っていう言葉はねオレ信じないようにしてるの,4.0
text,阿藤さんが夏のビーチでリポート。「ちゃんとやってください」何と言った？,お前去年もナンパしてたよな？,4.0
text,「アホアホスーパーマーケット」ってどんなとこ？,レジに諭吉が入ると店長がみこしをかついで出てくる,4.0
text,子ども雑誌の付録に子どもたちがどんより。どんなの？,「削って電車を作ろう」と書かれた丸太,4.0
text,２７年間売れない演歌歌手・下積長子が中学校の同窓会に。何があった？,恩師が涙ながらに「すまんあのとき私が勧めなければ…」,4.0
text,２９年間売れない演歌歌手・下積長子が久々の歌番組出演。何をした？,ADに「おい」と言われた,2.6666666666666665
text,蛭子さんがしゃべるカーナビ。「余計なこと言うなぁ…」何と言った？,この先たぶん左です 賭けてもいいです,2.6666666666666665
text,「何じゃその発声練習！」岡本知高さん、何と歌った？,岡本ソラシド　知高ファミレド,4.0
text,映画の告知に来た若手俳優になんてことを！女性ＤＪ 何と言った？,試写室に私ひとりだったんですよ,4.0
text,この女性アイドルのカレンダー、ダメだなぁ･･･。その理由とは？,1月は事務所社長を囲んだ集合写真,2.6666666666666665
text,ドラマの子役オーディション。付き添いの母親「合格させたくて必死だなぁ…」何をした？,審査員のちょっとしたボケにパイプイスごと倒れた,4.0
text,小学校、春の遠足が盛り上がりません。なぜ？,徒歩２分,4.0
text,小学校の卒業式。「呼びかけで言うことか！」どんなセリフ？,出来レースだった運動会！,4.0
text,上司に気に入られることばかり考えてる若手社員タイコモチオが社員旅行で温泉へ。何をした？,部長と目が合うたびに口パクで「た・の・し・い・で・す」,4.0
text,コンビニ店長の引退セレモニーってどんなの？,「私は本日をもってこの店…あっいらっしゃいませこんばんはー」,4.0
text,このとんかつ屋さん、ダメだなぁ…。なぜ？,「アルバイトン募集中」という貼り紙が貼ってある,4.0
text,戦国武将が敵軍を見て「あいつらには勝てる！」その理由とは？,「なんかすいませーーん！」と言いながら斬りかかってくる,-1.3333333333333333
text,この通販番組、イヤだなあ…。その理由とは？,１人で紹介して１人で驚く,4.0
text,テレビ「あなたは何しにニッポンへ？」外国人旅行者のインタビューにイラ！どうして？,ぼくがもし制御不能のトロッコにのっていて 右の道にデカイお寿司 左の道にデカイハンバーガーがあったらお寿司の方をひくよ  といってきた,0.0
text,親が大富豪のアイドル「大金モチ子」ってどんなアイドル？,「割り勘」って聞くと笑いが止まらない,4.0
text,アイドルグループのメンバー卒業公演。「あ、私祝福されてないな・・・」その理由とは？,「私のことはキライでもグループをキラ…」「はーい！！」,4.0
text,正月、槙原寛己さんが高校の同窓会に出席。「ハシャいでるなあ」何と言った？,みんな正装だって聞いたから俺ユニフォーム着てきちゃったよ！,4.0
text,実演販売。「やる気ないな～」 何してた？,説明書の読みがなを客に聞いていた,4.0
text,お化け屋敷。「怖くない・・・・」その理由とは？,お化けの咳がとまらない,-1.3333333333333333
text,２３年間売れていない演歌歌手・下積長子のクリスマスとは？,豆腐にローソクをさしてクリスマス気分,2.6666666666666665
text,女子バレー中継。川合俊一さんが会場でリポート。「ちゃんとやってください」何と言った？,負けた方の家族と中継がつながってます,2.6666666666666665
text,マラソン大会。選手が白バイ隊員にイラっ！その理由とは？,無線で「これ白バイいる意味あります？」と聞いている,2.6666666666666665
text,カリスマロック歌手・シャウト矢吹がデビュー前にコンビニでバイト。「ロックすぎる！」何をした？,レンジの「チン！」にあわせてハイジャンプ,2.6666666666666665
text,週刊少年ヨンデーに連載中の漫画。日本一の書道家を目指す“熱血！書道少年シュウジ”どんなの？,シュウジは努力家タイプ ライバル書道家のフデオはセンスタイプ,2.6666666666666665
text,このバーテンダーなんか腹立つ。どうして？,「カクテる？」,4.0
text,このＣＡさん、イラッとするな～。どうして？,「シートベルト」の発音だけ流ちょう,0.0
text,このＣＡさん、イラッとするな～。どうして？,「このジュース奥へ回してください」,2.6666666666666665
text,この女性アイドルのカレンダー、ダメだなぁ･･･。その理由とは？,すべてのグラビアでマージャン牌を持って写っている,2.6666666666666665
text,旅番組でニヤニヤ。蛭子さん 何と言った？,お土産はいいからさ充電器売ってない？,4.0
text,みんなから「トホホ動物園」と呼ばれる理由とは？,象に布団を干していた,4.0
text,アパートの隣に引っ越してきた住人にイラッ！なぜ？,「お互いこんなアパートにおさまるような人間じゃないよな」,4.0
text,陸上４×100mリレー。「このチームには勝てる！」その理由とは？,ポケットに家の鍵とかいろいろ入れててガチャガチャしてる,2.6666666666666665
text,侍同士の一騎打ち。「こいつには勝てそう」なぜ？,怖い顔をしようと試行錯誤している,4.0
text,全校生徒からウザいと言われる体育教師・元気田イクゾー。修学旅行で何をした？,他校の教師に 「お前、どこ中？」,1.3333333333333333
text,１０文字作文。テーマは「失礼だな！」,芸人なのにその様は！,2.6666666666666665
text,全校生徒からウザいと言われる体育教師・元気田イクゾー。「恋してうかれすぎ！」何をした？,体育館に入るなりカズダンス,2.6666666666666665
text,『このサーカス団、地味だなぁ』その地味さ加減とは？,カニも出る,4.0
text,温泉旅館のＣＭソング。「なんじゃそれ！」どんな歌い出し？,メインバンクも変えました,4.0
text,家族が「テンション下がる…」と言い出した“どんより水族館”とは？,さかなクンが何も言わずに立っている,4.0
text,喫茶店にて。「ははぁ～ん、このマスター元プロレスラーだな…」その理由とは？,サーベルでサンドイッチを切る,2.6666666666666665
text,全校生徒からウザいと言われる体育教師・元気田イクゾーが新しい学校に転任。初日に何をした？,黒板に名前が入りきらず「元気田イ」,4.0
text,「あめんぼ,キーきょく だったら どこへでも,4.0
text,グルメリポート「まずかったんかなあ・・・」彦摩呂さん、何と言った？,歯磨きした後だからかな～,4.0
text,お寿司屋さんでデート。連れてくるんじゃなかった・・・彼女何をした？,「このおじさんずっとすぐそこに立ってるの？」,2.6666666666666665
text,マンガ家が「こいつをアシスタントにするんじゃなかった・・・」その理由とは？,コーヒーとインクを毎回間違えて出す,2.6666666666666665
text,「第１回 ＮＨＫ ２４時間 紅白歌合戦」どんなことが起こりそう？,歌うグッチ裕三が審査員に料理をふるまうコーナーがある,2.6666666666666665
text,蛭子さんがしゃべるカーナビ。「余計なこと言うなぁ…」何と言った？,あの汚いラーメン屋を右に曲がってください,4.0
text,ウルトラマンが「キミたち邪魔だ・・・」どんな地球防衛軍？,すぐ「ギブ」って聞いてくる。,1.3333333333333333
text,自称モテモテラッパー MCモテッキー。 「ホントはモテてないな」なんと歌った？,俺はモテてる 顔もイケてる 女連れてる ように歩いてる,2.6666666666666665
text,とにかく「カワイイ、カワイイ」と評判の刑事“河合スギ夫”。どんなヤツ？,角を曲がるときに腕をグルグル回す,4.0
text,サラリーマン川柳ならぬ「ラブラブおのろけ川柳」とは？,お味噌汁 「愛してる」にしか 聞こえない,2.6666666666666665
text,通販番組にて。山下真司さん、ちゃんとしてください！何と言った？,俺？いらねえなあ,2.6666666666666665
text,「大物女優か！」とちょくちょくつっこまれる小学４年生・西園寺しずか。学校の夏キャンプで何をした？,キャンプファイヤーで隣に座った校長先生の太ももに手を置いた,4.0
text,冷蔵庫が「冷やす気なくすなぁ…」何があった？,綾瀬はるかが使っていたが同じ事務所の川村エミコに譲った,0.0
text,この予備校じゃ受かる気がしない…。その理由とは？,名前が潰れ荘,-1.3333333333333333
text,「うちの課長、中２か！？」何があった？,カバンにヌンチャクが入っている,0.0
text,この相田みつをの詩、ニセモノだな。なんて書いてあった？,しらを切り通せばやってないのと同じなんだなぁ,4.0
text,上司に気に入られることばかり考えてる若手社員 タイコモチオの小学校時代とは？,給食センターのオバちゃんに「よっ！三ツ星シェフ！」,4.0
text,阿藤さんが豪邸訪問リポート。「余計なことを…」何と言った？,さぞかし法律ギリギリのことをやってきたんですね～,4.0
text,このカレー屋さん、イラッとするなあ。その理由とは？,水が有料,4.0
text,プロ野球チーム。優勝後のビールかけが盛り上がりません。その理由とは？,若い選手が「これって強制参加っすか？」,2.6666666666666665
text,レスラー高山善廣さん。「試合に集中してください」ファイト中、対戦相手に何と言った？,今日から「山ピー」と呼べ！！,4.0
text,ラーメン屋さんにて。店長がお客にイラッ！その理由とは？,のれんで口をふいて帰った,4.0
text,オシャレ小学校の運動会ってどんなの？,フレンチトースト食い競走,2.6666666666666665
text,カリスマロック歌手・シャウト矢吹。「やっぱりロックだなあ」。クリスマスに何をした？,お地蔵様に革ジャンをかぶせて「おめぇも一人かい」,3.3333333333333335
text,アホアホ神社 どんなの？,巫女さんの背中に「STAFF」と書いてある,0.0
text,ベテラン刑事が「そろそろ引退かな…？」その理由とは？,鬼ごっこで孫に追いつけない,4.0
text,女性客にカワイイと評判の寿司職人、スメシ・ニギルくんってどんな人？,「まずはシャリを握って」と動作を口に出してしまう,3.3333333333333335
text,すし職人が変身！おすし戦隊ニギルンジャー。今週のタイトルとは？,「最強武器は冷凍マグロ！」の巻,4.0
text,あこがれの女の子と初デート。「この子、俺と付き合う気ないな・・・」その理由とは？,ドライブなのに後部座席に座る,2.6666666666666665
text,５人の予備校生が変身！「受験戦隊ウカルンジャー」,「圧倒的なドヤ顔で長官が叫ぶ！『じゃあいつ戦うか！今でしょ！』」の巻,4.0
text,「きょうの料理」にて。「ん？女性アシスタントにフラれたのかな…」土井善晴さん何と言った？,若いバンドマンには絶対に作れない料理のレシピはこちらです,4.0
text,お寿司屋さんでデート。連れてくるんじゃなかった・・・彼女何をした？,一貫一貫軽く握り直してから食べる,4.0
text,「こんな卒業式いやだ…」その理由とは？,２６時スタート,2.6666666666666665
text,人工知能が朝ドラのヒロインに。どんなタイトル？,正義が負けた日,4.0
text,このエステティシャン,自分をティシャンと呼ぶ,4.0
text,ドラマ「私の彼はサムライ」どんなシーンがありそう？,洋菓子のおいしさに「無念じゃー」と叫んで涙を流すシーン,4.0
text,ロックバンドのライブ。「ノレるかっ！！」その理由とは？,ベースが携帯をいじってる,2.6666666666666665
text,無理して大人ぶっている中１・オトナ ブリオって どんな生徒？,トイレに新聞を持って入る,4.0
text,ニュース番組にて。「何じゃその自己紹介！？」鳥越俊太郎さん、何と言った？,こんばんは。ジャーナリストの中で一番ジャーナリジャーナリしてる鳥越俊太郎です,4.0
text,アイドルグループのコンサート直前。円陣組んで言うことか！リーダー何と言った？,今日も振りまくぞ！！愛きょうー！！,2.6666666666666665
text,スポーツマンシップにのっとらない野球の試合ってどんなの？,最初にのっとらないことを象徴する死球式が行われる,4.0
text,「あほだな～」あほあほ銀行ってどんなの？,入り口にのれんがかかっている,4.0
text,「大物女優か！」と ちょくちょくつっこまれる小学４年生・西園寺しずか。運動会で何をした？,「バラエティーって大変！」と肩をすくめた,4.0
text,受験生が家族にイラッ！！その理由とは？,夜食で作る手打ちうどんを打つ音がうるさい,2.6666666666666665
text,なんじゃそれ！？「月刊コンビニエンスストア」の特集とは？,特集！！ チンして良い物ダメな物,4.0
text,宝くじ7億円当てちゃった人達にウケそうなあるあるネタとは？,とりあえず何も説明せずに知り合いにビンタしてもらう,2.6666666666666665
text,この宝くじ売り場、当たる気がしない！その理由とは？,宝くじを渡すとき「ご愁傷さま」と言う,2.6666666666666665
text,このシャンプーのＣＭ,顔のアップで髪が映ってない,2.6666666666666665
text,部下から「かわいい、かわいい」と言われる河合部長。その理由とは？,考え事をする時はえんぴつを鼻と口の間にはさむ,2.6666666666666665
text,ＮＨＫの人気キャラクター ななみちゃんが「のど自慢」の司会者に。「ニセモノだろ！」何と言った？,桑田の曲は桑田にしか歌えないんだよ,2.6666666666666665
text,お金持ちだらけのセレブパーティー。「あいつ、ニセモノっぽい…」その理由とは？,ムニエルを不思議そうに眺めている,2.6666666666666665
text,槙原さんが料理番組「キッチンですよ」に出演。「はしゃいでるなあ」何と言った？,この卵はスライダーの握りで割りまーす,4.0
text,親が大富豪のアイドル・大金モチ子の初ライブ決定！どんなライブ？,「今日はあいにくの株価だけど精いっぱい歌います！」,2.6666666666666665
text,１０文字作文。テーマは「イラッ」,背後からスルメ噛む音,2.6666666666666665
text,彼女とのカラオケデートが盛り上がりません。どうして？,マイクを渡すたびに念入りに拭かれる,2.6666666666666665
text,同級生から「おっかさん」と呼ばれている小学２年生・母山愛子ってどんな子？,ランドセルから長ネギがでてる,4.0
text,ラーメン愛好家・羅亜山麺夫ってどんな人？,衝撃を受けるとラーメンに「はじめまして」とあいさつする,4.0
text,このバッティングセンター、ダメだなあ…。その理由とは？,受付のおじさんがサッカーの試合を見てる,2.6666666666666665
text,「この公園、遊びにくいなあ・・・」その理由とは？,滑り台の滑った先が池,2.6666666666666665
text,スペースシャトルからの通信。「宇宙まで行って言うことか！」宇宙飛行士、何と言った？,宇宙服のサイズがきついです,2.6666666666666665
text,紅白歌合戦。みんなが「何じゃそりゃ！」と言った特別コーナーとは？,次は照明さんのご家族紹介のコーナー,4.0
text,千葉真子さんが駅伝チームの監督に。選手が「はぁ！？」レース中に何と言った？,後ろ後ろ！スカイツリー！,4.0
text,人が思わず「ムガっ」っていう時ってどんなとき？,歯の治療中ふと見た助手がドラマの勉強で来ていた石原さとみだったとき,2.6666666666666665
